station,valid,vsby,wxcodes,drct,sknt,metar
WABB,2023-11-03 01:30,6.21,M,220.00,6.00,WABB 030130Z 22006KT 040V220 9999 FEW018 29/25 Q1009 NOSIG
WABB,2023-11-03 02:00,6.21,M,220.00,3.00,WABB 030200Z 22003KT 060V220 9999 FEW018 30/26 Q1009 NOSIG
WABB,2023-11-03 02:30,6.21,M,220.00,5.00,WABB 030230Z 22005KT 050V220 9999 FEW018 31/25 Q1008 NOSIG
WABB,2023-11-03 03:00,6.21,M,240.00,7.00,WABB 030300Z 24007KT 060V240 9999 FEW018 31/25 Q1008 NOSIG
WABB,2023-11-03 03:30,6.21,M,270.00,5.00,WABB 030330Z 27005KT 090V270 9999 FEW018 SCT100 30/26 Q1007 NOSIG
WABB,2023-11-03 04:00,6.21,M,250.00,5.00,WABB 030400Z 25005KT 060V250 9999 FEW018 SCT100 31/26 Q1007 NOSIG
WABB,2023-11-03 04:30,6.21,M,270.00,7.00,WABB 030430Z 27007KT 080V270 9999 FEW018 SCT100 31/26 Q1007 NOSIG
WABB,2023-11-03 05:00,6.21,M,260.00,7.00,WABB 030500Z 26007KT 080V260 9999 FEW018 SCT100 31/26 Q1006 NOSIG
WABB,2023-11-03 05:30,6.21,M,260.00,6.00,WABB 030530Z 26006KT 090V260 9999 FEW018 SCT100 30/25 Q1006 NOSIG
WABB,2023-11-03 06:00,6.21,M,250.00,7.00,WABB 030600Z 25007KT 080V250 9999 FEW018 SCT100 30/25 Q1006 NOSIG
WABB,2023-11-03 06:30,6.21,M,230.00,6.00,WABB 030630Z 23006KT 070V230 9999 FEW018 SCT100 31/24 Q1006 NOSIG
WABB,2023-11-03 07:00,6.21,M,260.00,8.00,WABB 030700Z 26008KT 090V260 9999 FEW018 SCT100 31/25 Q1006 NOSIG
WABB,2023-11-03 07:30,6.21,M,250.00,10.00,WABB 030730Z 25010KT 080V250 9999 FEW018 SCT100 30/25 Q1006 NOSIG
WABB,2023-11-03 08:00,6.21,M,240.00,8.00,WABB 030800Z 24008KT 060V240 9999 FEW018 SCT100 30/25 Q1006 NOSIG
WABB,2023-11-03 08:30,6.21,M,270.00,7.00,WABB 030830Z 27007KT 100V270 9999 FEW018 29/25 Q1006 NOSIG
WABB,2023-11-03 09:00,6.21,M,280.00,6.00,WABB 030900Z 28006KT 100V280 9999 FEW018 29/25 Q1006 NOSIG
WABB,2023-11-03 09:30,6.21,M,300.00,5.00,WABB 030930Z 30005KT 120V300 9999 FEW018 28/24 Q1006 NOSIG
WABB,2023-11-03 10:00,6.21,M,320.00,3.00,WABB 031000Z 32003KT 150V320 9999 FEW018 28/24 Q1007 NOSIG
WABB,2023-11-03 10:30,6.21,M,330.00,3.00,WABB 031030Z 33003KT 140V330 9999 FEW018 27/24 Q1007 NOSIG
WABB,2023-11-03 11:00,6.21,M,320.00,4.00,WABB 031100Z 32004KT 140V320 9999 FEW018 27/24 Q1007 NOSIG
WABB,2023-11-03 11:30,6.21,M,330.00,3.00,WABB 031130Z 33003KT 150V330 9999 FEW018 27/25 Q1008 NOSIG
WABB,2023-11-03 12:00,6.21,M,340.00,3.00,WABB 031200Z 34003KT 160V340 9999 FEW018 27/25 Q1008 NOSIG
WABB,2023-11-03 12:30,6.21,M,350.00,3.00,WABB 031230Z 35003KT 170V350 9999 FEW018 27/24 Q1008 NOSIG
WABB,2023-11-03 13:00,6.21,M,340.00,3.00,WABB 031300Z 34003KT 160V340 9999 FEW018 27/25 Q1009 NOSIG
WABB,2023-11-03 13:30,6.21,M,0.00,0.00,WABB 031330Z 00000KT 9999 FEW018 26/25 Q1008 NOSIG
WABB,2023-11-03 14:00,6.21,M,M,2.00,WABB 031400Z VRB02KT 9999 FEW018 26/25 Q1008 NOSIG
WABB,2023-11-03 14:30,6.21,M,M,2.00,WABB 031430Z VRB02KT 9999 FEW018 26/25 Q1008 NOSIG
WABB,2023-11-03 15:00,6.21,M,310.00,3.00,WABB 031500Z 31003KT 130V310 9999 FEW018 26/25 Q1008 NOSIG
WABB,2023-11-03 15:30,6.21,M,330.00,5.00,WABB 031530Z 33005KT 140V330 9999 FEW018 27/25 Q1008 NOSIG
WABB,2023-11-03 16:00,6.21,M,340.00,3.00,WABB 031600Z 34003KT 160V340 9999 FEW018 27/25 Q1008 NOSIG
WABB,2023-11-03 16:30,6.21,M,340.00,5.00,WABB 031630Z 34005KT 160V340 9999 FEW018 27/25 Q1007 NOSIG
WABB,2023-11-03 17:00,6.21,M,340.00,5.00,WABB 031700Z 34005KT 160V340 9999 FEW018 27/24 Q1007 NOSIG
WABB,2023-11-03 17:30,6.21,M,340.00,5.00,WABB 031730Z 34005KT 160V340 9999 FEW018 26/25 Q1007 NOSIG
WABB,2023-11-03 18:00,6.21,M,350.00,3.00,WABB 031800Z 35003KT 180V350 9999 FEW018 26/25 Q1007 NOSIG
WABB,2023-11-03 18:30,6.21,M,M,2.00,WABB 031830Z VRB02KT 9999 FEW018 26/25 Q1007 NOSIG
WABB,2023-11-03 19:00,6.21,M,M,2.00,WABB 031900Z VRB02KT 9999 FEW018 26/25 Q1007 NOSIG
WABB,2023-11-03 19:30,6.21,M,M,2.00,WABB 031930Z VRB02KT 9999 FEW018 26/24 Q1007 NOSIG
WABB,2023-11-03 20:00,6.21,M,30.00,3.00,WABB 032000Z 03003KT 030V240 9999 FEW018 25/24 Q1008 NOSIG
WABB,2023-11-03 20:30,6.21,M,M,2.00,WABB 032030Z VRB02KT 9999 FEW018 25/24 Q1008 NOSIG
WABB,2023-11-03 21:00,6.21,M,M,2.00,WABB 032100Z VRB02KT 9999 FEW018 25/24 Q1009 NOSIG
WABB,2023-11-03 21:30,6.21,M,0.00,0.00,WABB 032130Z 00000KT 9999 FEW018 26/25 Q1009 NOSIG
WABB,2023-11-03 22:00,6.21,M,0.00,0.00,WABB 032200Z 00000KT 9999 FEW018 28/26 Q1010 NOSIG
WABB,2023-11-03 23:00,5.59,-RA,240.00,7.00,WABB 032300Z 24007KT 050V240 9000 -RA FEW017CB FEW018 27/25 Q1011 NOSIG RMK CB AT SW METAR WIHH 032300Z 06003KT 4000 HZ SCT020 26/24 Q1009 RMK RA TO NE
WABB,2023-11-03 23:30,4.97,-RA,250.00,9.00,WABB 032330Z 25009KT 070V250 8000 -RA FEW017CB SCT018 28/26 Q1011 NOSIG RMK CB AT SW
WABB,2023-11-04 00:00,4.97,-RA,240.00,12.00,WABB 040000Z 24012KT 060V240 8000 -RA FEW017CB SCT018 27/24 Q1011 NOSIG RMK CB AT SW METAR WIDD 040000Z 00000KT 9999 SCT014 28/25 Q1011 NOSIG
WABB,2023-11-04 00:30,6.21,M,260.00,11.00,WABB 040030Z 26011KT 080V260 9999 SCT018 27/24 Q1011 RERA NOSIG
WABB,2023-11-04 01:00,6.21,M,230.00,9.00,WABB 040100Z 23009KT 060V230 9999 SCT018 28/24 Q1011 NOSIG
WABB,2023-11-04 01:30,6.21,M,230.00,4.00,WABB 040130Z 23004KT 050V230 9999 SCT Q1010 NOSIG
WABB,2023-11-04 02:00,6.21,M,250.00,8.00,WABB 040200Z 25008KT 080V250 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 02:30,6.21,M,230.00,9.00,WABB 040230Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 03:00,6.21,M,230.00,9.00,WABB 040300Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 03:30,6.21,M,230.00,9.00,WABB 040330Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 04:00,6.21,M,230.00,9.00,WABB 040400Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 04:30,6.21,M,230.00,9.00,WABB 040430Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 05:00,6.21,M,230.00,9.00,WABB 040500Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 05:30,6.21,M,230.00,9.00,WABB 040530Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 06:00,6.21,M,230.00,9.00,WABB 040600Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 07:00,6.21,M,230.00,9.00,WABB 040700Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 07:30,6.21,M,230.00,9.00,WABB 040730Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 08:00,6.21,M,230.00,9.00,WABB 040800Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 08:30,6.21,M,230.00,9.00,WABB 040830Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 09:00,6.21,M,230.00,9.00,WABB 040900Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 09:30,6.21,M,230.00,9.00,WABB 040930Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 10:00,6.21,M,230.00,9.00,WABB 041000Z 23009KT 9999 SCT018 29/24 Q1010 NOSIG
WABB,2023-11-04 10:30,6.21,M,300.00,2.00,WABB 041030Z 30002KT 9999 SCT018 29/24 Q1009 NOSIG
WABB,2023-11-04 11:00,6.21,M,0.00,0.00,WABB 041100Z 00000KT 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-11-04 11:30,6.21,M,M,2.00,WABB 041130Z VRB02KT 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-11-04 12:00,6.21,M,M,2.00,WABB 041200Z VRB02KT 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-11-04 21:30,6.21,M,M,2.00,WABB 042130Z VRB02KT 9999 FEW018 26/25 Q1010 NOSIG
WABB,2023-11-04 22:00,6.21,M,330.00,3.00,WABB 042200Z 33003KT 160V330 9999 FEW018 28/25 Q1011 NOSIG
WABB,2023-11-04 22:30,6.21,M,300.00,4.00,WABB 042230Z 30004KT 120V300 9999 FEW018 29/25 Q1011 NOSIG
WABB,2023-11-04 23:00,6.21,M,220.00,5.00,WABB 042300Z 22005KT 040V220 9999 FEW018 30/25 Q1011 NOSIG
WABB,2023-11-04 23:30,6.21,M,230.00,3.00,WABB 042330Z 23003KT 040V230 9999 FEW018 30/25 Q1011 NOSIG
WABB,2023-11-05 00:00,6.21,M,M,2.00,WABB 050000Z VRB02KT 9999 FEW018 30/25 Q1011 NOSIG
WABB,2023-11-05 00:30,6.21,M,210.00,5.00,WABB 050030Z 21005KT 030V210 9999 FEW018 30/25 Q1011 NOSIG
WABB,2023-11-05 01:30,6.21,M,190.00,5.00,WABB 050130Z 19005KT 090V190 9999 FEW018 31/26 Q1011 NOSIG
WABB,2023-11-05 04:00,6.21,M,220.00,4.00,WABB 050400Z 22004KT 030V220 9999 FEW018 31/24 Q1008 NOSIG
WABB,2023-11-05 04:30,6.21,M,250.00,9.00,WABB 050430Z 25009KT 080V250 9999 FEW018 31/25 Q1008 NOSIG
WABB,2023-11-05 05:00,6.21,M,240.00,9.00,WABB 050500Z 24009KT 070V240 9999 FEW018 31/24 Q1007 NOSIG
WABB,2023-11-05 06:30,6.21,M,230.00,8.00,WABB 050630Z 23008KT 9999 SCT018 31/25 Q1007 NOSIG
WABB,2023-11-05 07:00,6.21,M,230.00,8.00,WABB 050700Z 23008KT 9999 SCT018 31/25 Q1007 NOSIG
WABB,2023-11-05 07:30,6.21,M,230.00,8.00,WABB 050730Z 23008KT 9999 SCT018 31/25 Q1007 NOSIG
WABB,2023-11-05 08:00,6.21,M,230.00,8.00,WABB 050800Z 23008KT 9999 SCT018 31/25 Q1007 NOSIG
WABB,2023-11-05 08:30,6.21,M,230.00,8.00,WABB 050830Z 23008KT 9999 SCT018 31/25 Q1007 NOSIG
WABB,2023-11-05 09:00,6.21,M,230.00,8.00,WABB 050900Z 23008KT 9999 SCT018 31/25 Q1007 NOSIG
WABB,2023-11-05 09:30,6.21,TS,230.00,8.00,WABB 050930Z 23008KT 9999 TS FEW017CB SCT018 31/25 Q1007 NOSIG RMK CB AT E
WABB,2023-11-05 10:00,6.21,TS,230.00,8.00,WABB 051000Z 23008KT 9999 TS FEW017CB SCT018 31/25 Q1007 NOSIG RMK CB AT E
WABB,2023-11-05 10:30,6.21,M,300.00,2.00,WABB 051030Z 30002KT 9999 FEW018 28/25 Q1010 RETS NOSIG
WABB,2023-11-05 11:00,6.21,M,300.00,2.00,WABB 051100Z 30002KT 9999 FEW018 28/25 Q1010 NOSIG
WABB,2023-11-05 11:30,6.21,M,300.00,2.00,WABB 051130Z 30002KT 9999 FEW018 28/25 Q1010 NOSIG
WABB,2023-11-05 12:00,6.21,M,300.00,2.00,WABB 051200Z 30002KT 9999 FEW018 28/25 Q1010 NOSIG
WABB,2023-11-05 12:30,6.21,M,300.00,2.00,WABB 051230Z 30002KT 9999 FEW018 28/25 Q1010 NOSIG
WABB,2023-11-05 13:00,6.21,M,300.00,2.00,WABB 051300Z 30002KT 9999 FEW018 28/25 Q1010 NOSIG
WABB,2023-11-05 13:30,6.21,M,340.00,5.00,WABB 051330Z 34005KT 9999 FEW018 28/25 Q1010 NOSIG
WABB,2023-11-05 14:00,6.21,M,350.00,2.00,WABB 051400Z 35002KT 9999 FEW018 27/25 Q1010 NOSIG
WABB,2023-11-05 14:30,6.21,M,340.00,3.00,WABB 051430Z 34003KT 160V340 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-11-05 15:00,6.21,M,310.00,3.00,WABB 051500Z 31003KT 150V310 9999 FEW018 27/24 Q1010 NOSIG
WABB,2023-11-05 15:30,6.21,M,300.00,3.00,WABB 051530Z 30003KT 150V300 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-11-05 16:00,6.21,M,310.00,4.00,WABB 051600Z 31004KT 140V310 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-11-05 16:30,6.21,M,320.00,4.00,WABB 051630Z 32004KT 140V320 9999 FEW018 26/24 Q1008 NOSIG
WABB,2023-11-05 17:00,6.21,M,0.00,0.00,WABB 051700Z 00000KT 9999 FEW018 26/24 Q1008 NOSIG
WABB,2023-11-05 17:30,6.21,M,M,2.00,WABB 051730Z VRB02KT 9999 FEW018 26/24 Q1008 NOSIG
WABB,2023-11-05 18:00,6.21,M,0.00,0.00,WABB 051800Z 00000KT 9999 FEW018 26/24 Q1008 NOSIG
WABB,2023-11-05 18:30,6.21,M,0.00,0.00,WABB 051830Z 00000KT 9999 FEW018 25/24 Q1008 NOSIG
WABB,2023-11-05 19:00,6.21,M,340.00,3.00,WABB 051900Z 34003KT 140V340 9999 FEW018 24/24 Q1008 NOSIG
WABB,2023-11-05 19:30,6.21,M,M,2.00,WABB 051930Z VRB02KT 9999 FEW018 24/24 Q1008 NOSIG
WABB,2023-11-05 20:00,6.21,M,340.00,4.00,WABB 052000Z 34004KT 150V340 9999 FEW018 25/24 Q1009 NOSIG
WABB,2023-11-05 20:30,6.21,M,M,2.00,WABB 052030Z VRB02KT 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-11-05 21:00,6.21,M,330.00,3.00,WABB 052100Z 33003KT 150V330 9999 FEW018 26/24 Q1009 NOSIG
WABB,2023-11-05 21:30,6.21,M,320.00,3.00,WABB 052130Z 32003KT 150V320 9999 FEW018 27/25 Q1010 NOSIG
WABB,2023-11-05 22:00,6.21,M,330.00,5.00,WABB 052200Z 33005KT 150V330 9999 FEW018 28/25 Q1010 NOSIG
WABB,2023-11-05 22:30,6.21,M,340.00,3.00,WABB 052230Z 34003KT 160V340 9999 FEW018 29/25 Q1010 NOSIG
WABB,2023-11-05 23:00,6.21,M,310.00,7.00,WABB 052300Z 31007KT 160V310 9999 FEW018 30/26 Q1011 NOSIG
WABB,2023-11-05 23:30,6.21,M,360.00,3.00,WABB 052330Z 36003KT 260V360 9999 SCT018 31/25 Q1011 NOSIG
WABB,2023-11-06 00:00,6.21,M,M,2.00,WABB 060000Z VRB02KT 9999 SCT018 31/24 Q1011 NOSIG
WABB,2023-11-06 00:30,6.21,M,M,2.00,WABB 060030Z VRB02KT 9999 SCT018 31/26 Q1010 NOSIG
WABB,2023-11-06 01:00,6.21,M,190.00,4.00,WABB 060100Z 19004KT 9999 BKN018 31/25 Q1010 NOSIG
WABB,2023-11-06 01:30,6.21,M,150.00,3.00,WABB 060130Z 15003KT 100V160 9999 BKN018 31/25 Q1010 NOSIG
WABB,2023-11-06 02:00,5.59,VCSH,M,2.00,WABB 060200Z VRB02KT 9000 VCSH SCT018 SCT100 32/26 Q1010 NOSIG
WABB,2023-11-06 02:30,4.97,TS,200.00,5.00,WABB 060230Z 20005KT 090V200 8000 TS FEW017CB SCT018 32/26 Q1009 TEMPO TS RMK CB AT W AND NW METAR WIII 060230Z VRB04KT 9999 SCT020 31/24 Q1012 NOSIG
WABB,2023-11-06 03:00,4.35,TS,350.00,8.00,WABB 060300Z 35008KT 7000 TS FEW017CB BKN018 OVC100 28/25 Q1009 TEMPO TS RMK CB OVER THE FIELD
WABB,2023-11-06 03:30,3.11,TSRA,360.00,12.00,WABB 060330Z 36012KT 360V110 5000 TSRA FEW017CB BKN018 OVC100 25/24 Q1009 TEMPO TSRA RMK CB OVER THE FIELD
WABB,2023-11-06 04:00,4.35,-RA,360.00,7.00,WABB 060400Z 36007KT 360V150 7000 -RA BKN018 OVC100 25/24 Q1008 RETS TEMPO -RA
WABB,2023-11-06 04:30,5.59,-RA,330.00,9.00,WABB 060430Z 33009KT 160V330 9000 -RA SCT018 BKN100 26/24 Q1008 NOSIG
WABB,2023-11-06 05:00,6.21,M,310.00,5.00,WABB 060500Z 31005KT 160V310 9999 SCT018 BKN100 27/25 Q1007 RERA NOSIG
WABB,2023-11-06 05:30,6.21,M,320.00,6.00,WABB 060530Z 32006KT 150V320 9999 SCT018 SCT100 28/26 Q1007 NOSIG
WABB,2023-11-06 06:00,6.21,M,280.00,4.00,WABB 060600Z 28004KT 150V280 9999 SCT018 29/25 Q1006 NOSIG
WABB,2023-11-06 06:30,6.21,M,280.00,5.00,WABB 060630Z 28005KT 140V280 9999 SCT018 29/25 Q1006 NOSIG
WABB,2023-11-06 07:00,6.21,M,240.00,4.00,WABB 060700Z 24004KT 140V240 9999 SCT018 30/25 Q1007 NOSIG
WABB,2023-11-06 07:30,6.21,M,260.00,5.00,WABB 060730Z 26005KT 130V260 9999 SCT018 30/26 Q1007 NOSIG
WABB,2023-11-06 08:00,6.21,M,260.00,6.00,WABB 060800Z 26006KT 130V260 9999 SCT018 30/25 Q1007 NOSIG
WABB,2023-11-06 08:30,6.21,M,290.00,4.00,WABB 060830Z 29004KT 120V290 9999 SCT018 29/25 Q1008 NOSIG
WABB,2023-11-06 09:00,6.21,M,290.00,3.00,WABB 060900Z 29003KT 120V290 9999 SCT018 28/25 Q1008 NOSIG
WABB,2023-11-06 09:30,6.21,M,320.00,3.00,WABB 060930Z 32003KT 120V320 9999 SCT018 27/26 Q1008 NOSIG
WABB,2023-11-06 10:00,6.21,M,290.00,3.00,WABB 061000Z 29003KT 120V290 9999 SCT018 27/25 Q1009 NOSIG
WABB,2023-11-06 10:30,6.21,M,310.00,5.00,WABB 061030Z 31005KT 120V310 9999 SCT018 27/25 Q1009 NOSIG
WABB,2023-11-06 11:00,6.21,M,290.00,4.00,WABB 061100Z 29004KT 120V290 9999 SCT018 27/26 Q1010 NOSIG
WABB,2023-11-06 11:30,6.21,M,320.00,4.00,WABB 061130Z 32004KT 120V320 9999 SCT018 27/25 Q1010 NOSIG
WABB,2023-11-06 12:00,6.21,M,320.00,4.00,WABB 061200Z 32004KT 120V320 9999 SCT018 27/26 Q1010 NOSIG
WABB,2023-11-06 12:30,6.21,M,330.00,6.00,WABB 061230Z 33006KT 330V120 9999 SCT018 27/25 Q1010 NOSIG
WABB,2023-11-06 13:00,6.21,M,330.00,4.00,WABB 061300Z 33004KT 130V330 9999 SCT018 26/25 Q1010 NOSIG
WABB,2023-11-06 13:30,6.21,M,300.00,6.00,WABB 061330Z 30006KT 130V300 9999 SCT018 26/24 Q1010 NOSIG
WABB,2023-11-06 14:00,6.21,M,320.00,3.00,WABB 061400Z 32003KT 130V320 9999 SCT018 26/24 Q1009 NOSIG
WABB,2023-11-06 14:30,6.21,M,310.00,5.00,WABB 061430Z 31005KT 130V310 9999 SCT018 26/24 Q1009 NOSIG
WABB,2023-11-06 15:00,6.21,M,330.00,4.00,WABB 061500Z 33004KT 130V330 9999 SCT018 26/24 Q1009 NOSIG
WABB,2023-11-06 15:30,6.21,M,310.00,4.00,WABB 061530Z 31004KT 130V310 9999 SCT018 26/24 Q1009 NOSIG
WABB,2023-11-06 16:00,6.21,M,320.00,4.00,WABB 061600Z 32004KT 130V320 9999 SCT018 26/24 Q1008 NOSIG
WABB,2023-11-06 16:30,6.21,M,310.00,6.00,WABB 061630Z 31006KT 130V310 9999 SCT018 26/24 Q1008 NOSIG
WABB,2023-11-06 17:00,6.21,M,300.00,3.00,WABB 061700Z 30003KT 130V300 9999 SCT018 26/24 Q1008 NOSIG
WABB,2023-11-06 17:30,6.21,M,330.00,4.00,WABB 061730Z 33004KT 130V330 9999 SCT018 26/24 Q1008 NOSIG
WABB,2023-11-06 18:00,6.21,M,300.00,5.00,WABB 061800Z 30005KT 130V300 9999 SCT018 26/25 Q1008 NOSIG
WABB,2023-11-06 18:30,6.21,VCTS,260.00,5.00,WABB 061830Z 26005KT 130V260 9999 VCTS FEW017CB SCT018 26/25 Q1008 NOSIG RMK CB AT SW
WABB,2023-11-06 19:00,4.35,-TSRA,310.00,5.00,WABB 061900Z 31005KT 130V310 7000 -TSRA FEW017CB SCT018 BKN100 25/24 Q1008 NOSIG RMK CB AT SW
WABB,2023-11-06 19:30,4.35,-TSRA,360.00,3.00,WABB 061930Z 36003KT 360V130 7000 -TSRA FEW017CB SCT018 BKN100 25/24 Q1008 NOSIG RMK CB AT SW
WABB,2023-11-06 20:00,5.59,-TSRA,0.00,0.00,WABB 062000Z 00000KT 9000 -TSRA FEW017CB SCT018 BKN100 25/24 Q1009 NOSIG RMK CB AT SW
WABB,2023-11-06 20:30,5.59,M,310.00,4.00,WABB 062030Z 31004KT 130V310 9000 FEW017CB SCT018 BKN100 25/24 Q1008 RETSRA NOSIG RMK CB AT SW
WABB,2023-11-06 21:00,5.59,M,330.00,5.00,WABB 062100Z 33005KT 130V330 9000 SCT018 BKN100 25/24 Q1009 NOSIG
WABB,2023-11-06 21:30,5.59,M,0.00,0.00,WABB 062130Z 00000KT 9000 SCT018 BKN100 26/24 Q1009 NOSIG
WABB,2023-11-06 22:00,6.21,M,340.00,5.00,WABB 062200Z 34005KT 340V130 9999 SCT018 BKN100 26/25 Q1010 NOSIG
WABB,2023-11-06 22:30,6.21,M,300.00,6.00,WABB 062230Z 30006KT 130V300 9999 SCT018 BKN100 27/25 Q1010 NOSIG
WABB,2023-11-06 23:00,6.21,M,300.00,7.00,WABB 062300Z 30007KT 120V300 9999 SCT018 BKN100 29/26 Q1010 NOSIG
WABB,2023-11-06 23:30,6.21,M,250.00,5.00,WABB 062330Z 25005KT 100V250 9999 SCT018 BKN100 30/26 Q1010 NOSIG
WABB,2023-11-07 00:00,6.21,M,220.00,5.00,WABB 070000Z 22005KT 040V220 9999 SCT018 BKN100 30/26 Q1010 NOSIG
WABB,2023-11-07 00:30,6.21,M,260.00,3.00,WABB 070030Z 26003KT 260V050 9999 SCT018 BKN100 29/26 Q1011 NOSIG
WABB,2023-11-07 01:00,6.21,M,260.00,6.00,WABB 070100Z 26006KT 070V260 9999 SCT018 BKN100 29/26 Q1010 NOSIG
WABB,2023-11-07 01:30,6.21,M,240.00,6.00,WABB 070130Z 24006KT 060V240 9999 SCT018 BKN100 30/26 Q1010 NOSIG
WABB,2023-11-07 02:00,6.21,M,240.00,4.00,WABB 070200Z 24004KT 050V240 9999 SCT018 BKN100 30/26 Q1009 NOSIG
WABB,2023-11-07 02:30,5.59,-RA,220.00,5.00,WABB 070230Z 22005KT 050V220 9000 -RA SCT018 BKN100 30/26 Q1009 NOSIG
WABB,2023-11-07 03:00,5.59,-RA,M,2.00,WABB 070300Z VRB02KT 9000 -RA SCT018 BKN100 30/26 Q1008 NOSIG
WABB,2023-11-07 03:30,5.59,-TSRA,250.00,6.00,WABB 070330Z 25006KT 060V250 9000 -TSRA FEW017CB SCT018 BKN100 30/26 Q1008 NOSIG RMK CB AT N
WABB,2023-11-07 04:00,5.59,TS,260.00,5.00,WABB 070400Z 26005KT 070V260 9000 TS FEW017CB SCT018 BKN100 30/26 Q1008 RERA NOSIG RMK CB AT N
WABB,2023-11-07 04:30,5.59,TS,260.00,6.00,WABB 070430Z 26006KT 080V260 9000 TS FEW017CB SCT018 BKN100 29/26 Q1007 RERA NOSIG RMK CB AT N
WABB,2023-11-07 05:00,5.59,-RA,310.00,10.00,WABB 070500Z 31010KT 130V310 9000 -RA FEW017CB BKN018 OVC100 27/24 Q1007 RETS NOSIG RMK CB AT N
WABB,2023-11-07 05:30,5.59,-RA,340.00,7.00,WABB 070530Z 34007KT 150V340 9000 -RA SCT018 OVC100 26/25 Q1007 NOSIG
WABB,2023-11-07 07:30,5.59,-RA,340.00,7.00,WABB 070730Z 34007KT 160V340 9000 -RA SCT018 OVC100 28/26 Q1007 NOSIG
WABB,2023-11-07 08:00,5.59,M,300.00,4.00,WABB 070800Z 30004KT 140V300 9000 SCT018 BKN100 28/26 Q1007 RERA NOSIG
WABB,2023-11-07 08:30,5.59,M,330.00,7.00,WABB 070830Z 33007KT 130V330 9000 SCT018 BKN100 27/26 Q1008 NOSIG
WABB,2023-11-07 09:00,5.59,M,320.00,6.00,WABB 070900Z 32006KT 140V320 9000 SCT018 BKN100 27/26 Q1008 NOSIG
WABB,2023-11-07 09:30,6.21,M,310.00,6.00,WABB 070930Z 31006KT 130V310 9999 SCT018 BKN100 27/26 Q1008 NOSIG
WABB,2023-11-07 10:00,6.21,M,330.00,6.00,WABB 071000Z 33006KT 150V330 9999 SCT018 BKN100 27/26 Q1008 NOSIG
WABB,2023-11-07 10:30,6.21,M,310.00,3.00,WABB 071030Z 31003KT 130V310 9999 SCT018 BKN100 27/25 Q1008 NOSIG
WABB,2023-11-07 11:00,6.21,M,320.00,5.00,WABB 071100Z 32005KT 140V320 9999 SCT018 BKN100 27/25 Q1009 NOSIG
WABB,2023-11-07 11:30,6.21,M,320.00,6.00,WABB 071130Z 32006KT 150V320 9999 SCT018 BKN100 27/25 Q1009 NOSIG
WABB,2023-11-07 12:00,6.21,M,300.00,5.00,WABB 071200Z 30005KT 130V300 9999 SCT018 BKN100 27/25 Q1010 NOSIG
WABB,2023-11-07 12:30,6.21,M,290.00,4.00,WABB 071230Z 29004KT 100V290 9999 SCT018 BKN100 26/25 Q1010 NOSIG
WABB,2023-11-07 13:00,6.21,M,310.00,3.00,WABB 071300Z 31003KT 130V310 9999 SCT018 BKN100 26/25 Q1010 NOSIG
WABB,2023-11-07 13:30,6.21,M,320.00,5.00,WABB 071330Z 32005KT 140V320 9999 SCT018 BKN100 26/25 Q1010 NOSIG
WABB,2023-11-07 14:00,6.21,M,320.00,5.00,WABB 071400Z 32005KT 140V320 9999 SCT018 BKN100 27/25 Q1009 NOSIG
WABB,2023-11-07 14:30,6.21,M,330.00,4.00,WABB 071430Z 33004KT 140V330 9999 SCT018 BKN100 26/25 Q1008 NOSIG
WABB,2023-11-07 15:00,6.21,M,290.00,3.00,WABB 071500Z 29003KT 100V290 9999 SCT018 BKN100 26/25 Q1008 NOSIG
WABB,2023-11-07 15:30,6.21,M,340.00,3.00,WABB 071530Z 34003KT 170V340 9999 SCT018 BKN100 26/25 Q1008 NOSIG
